TF,TargetGene,Tissue,Experiment,Chea,Signor,Trrust
CEBPB,CERS1,stemcells,"CEBPB IP, CEBPB IP, CEBPB IP",,,
BICALU,CERS1,prostate,"BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,,
CTCF,CERS1,liver,"CTCF IP - SK-N-SH cells, CTCF IP, CTCF IP - HepG2 cells , CTCF IP - HepG2 cells, Rep 1 , CTCF IP - HepG2 cells, Rep 2 ",,,
ERG,CERS1,prostate,DHT | ERG ChIP-Seq - 18 h,,,
DHT,CERS1,prostate,DHT | ERG ChIP-Seq - 18 h,,,
CTCF,CERS1,vasculature,"CTCF IP - HUVEC cells , CTCF IP - HPAF cells, Rep 2 , CTCF IP - HBMEC cells, Rep 2 , CTCF IP - HBMEC cells, Rep 1 , CTCF IP - HPAF cells, Rep 1 , CTCF IP - HUVEC cells, Rep 2 , CTCF IP - HUVEC cells, Rep 1 , CTCF IP - AoAFC cells, Rep 1 ",,,
GATA4,CERS1,stemcells,"GATA4 IP - Rep 6 , GATA4 IP - Rep 5 , GATA4 IP - Rep 7 , GATA4 IP - Rep 1 ",,,
CTCF,CERS1,bone,CTCF IP - Osteoblasts ,,,
CTCF,CERS1,sensory,"CTCF IP - WERI , CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 2 ",,,
CEBPA,CERS1,leukocytes,CEBPA IP,,,
CTCF,CERS1,hspcs,"CTCF IP - HSPCs, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - HEL 92.1.7 cells, Rep 2 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 5 , CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - Erythroid cells, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 11 ",,,
CTCF,CERS1,stemcells,"CTCF IP - H1 cells, CTCF IP - Rep 3 , CTCF IP - Rep 2 , CTCF IP - Rep 4 , CTCF IP - Rep 5 , CTCF IP - Rep 7 , CTCF IP - Rep 6 , CTCF IP - H1 cells , CTCF IP - Rep 1 ",,,
ZNF384,CERS1,leukocytes,ZNF384 IP - K562 cells,,,
CTCF,CERS1,miscellaneous,"CTCF IP - AG09319 cells, Rep 2 , CTCF IP - AG09319 cells, Rep 1 ",,,
MXI1,CERS1,liver,MXI1 IP - HepG2 cells,,,
CEBPB,CERS1,liver,CEBPB ChIP-Seq - HepG2,,,
YY1,CERS1,lung,YY1 IP - A549 cells,,,
SIX2,CERS1,kidney,"SIX2 IP - 17 weeks, Rep 2, SIX2 IP - 17 weeks, Rep 1, SIX2 IP -  16 weeks",,,
E2F1,CERS1,mammarygland,E2F1 IP - MCF7 cells,,,
FOSL2,CERS1,liver,FOSL2 IP - HepG2 cells,,,
CTCF,CERS1,skeletalmuscle,"CTCF IP - HSMM cells, Rep 1 , CTCF IP - HSMM cells, Rep 2 ",,,
MAX,CERS1,leukocytes,"MAX IP - NB4 cells, MAX IP - K562 cells, MAX IP - K562 cells, Rep 2",,,
CREB1,CERS1,liver,"CREB1 IP - HepG2 cells, CREB1 IP",,,
HES6,CERS1,prostate,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3",,,
REST,CERS1,stemcells,"REST IP - H1 cells, Rep 2",,,
CEBPB,CERS1,colon,"CEBPB IP, CEBPB IP | 125DVD3",,,
MAX,CERS1,colon,MAX IP - HCT116 cells,,,
MYB,CERS1,leukocytes,"MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 4",,,
MAX,CERS1,cns,MAX IP - SK-N-SH cells,,,
ELF1,CERS1,liver,ELF1 IP - HepG2 cells,,,
MXI1,CERS1,cns,MXI1 IP - SK-N-SH cells ,,,
MAX,CERS1,stemcells,MAX IP - H1 cells,,,
MAZ,CERS1,uterus,MAZ IP - HeLa cells,,,
E2F6,CERS1,leukocytes,"E2F6 IP - K562 cells, E2F6 IP - K562 cells",,,
MXI1,CERS1,lung,MXI1 IP - IMR cells,,,
125DVD3,CERS1,colon,CEBPB IP | 125DVD3,,,
USF1,CERS1,liver,USF1 IP - HepG2 cells,,,
HEY1,CERS1,liver,HEY1 IP - HepG2 cells,,,
ZBTB7A,CERS1,uterus,ZBTB7A IP - ECC1 cells,,,
SRF,CERS1,colon,SRF IP - HCT116 cells,,,
CREB1,CERS1,stemcells,CREB1 IP - H1 cells,,,
YY1,CERS1,liver,YY1 IP - HepG2 cells,,,
E2F6,CERS1,stemcells,E2F6 IP - H1 cells,,,
JUND,CERS1,vasculature,JUND IP,,,
CTCF,CERS1,uterus,"CTCF IP - ECC1 cells, CTCF IP - HeLa cells, Rep 1 , CTCF IP - HeLa cells ",,,
MYC,CERS1,leukocytes,"MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 30 min",,,
MAX,CERS1,uterus,"MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells",,,
MXI1,CERS1,leukocytes,MXI1 IP - K562 cells,,,
CTCF,CERS1,adiposetissue,CTCF ChIP-Seq - d 9,,,
CREB1,CERS1,prostate,CREB1 ChIP-Seq - LNCaP,,,
CTCF,CERS1,placenta,"CTCF IP - HVMF cells, Rep 2 , CTCF IP - HVMF cells, Rep 1 ",,,
GATA2,CERS1,cns,GATA2 ChIP-Seq SH-SY5Y,,,
EGR1,CERS1,colon,EGR1 IP - HCT116 cells,,,
BHLHE40,CERS1,leukocytes,BHLHE40 IP - K562 cells,,,
ZNF143,CERS1,leukocytes,ZNF143 IP - K562 cells,,,
GATA4,CERS1,stomach,GATA4 IP - AGS,,,
DEX,CERS1,lung,"CTCF IP | DEX - A549 cells , CTCF IP | DEX - A549 cells",,,
E2F1,CERS1,uterus,"E2F1 IP - HeLa cells, Rep 2, E2F1 IP - HeLa cells, Rep 1",,,
REST,CERS1,uterus,REST IP - SK-N-SH cells,,,
MAX,CERS1,lung,MAX IP - A549 cells,,,
YY1,CERS1,cns,YY1 IP | ATRA - SK-N-SH cells,,,
ATRA,CERS1,cns,YY1 IP | ATRA - SK-N-SH cells,,,
GABPA,CERS1,liver,GABPA IP - HepG2 cells,,,
MYC,CERS1,mammarygland,DHT | MYC ChIP-Seq,,,
DHT,CERS1,mammarygland,DHT | MYC ChIP-Seq,,,
GATA1,CERS1,leukocytes,GATA1 ChIP-Seq - SC266,,,
ZEB1,CERS1,liver,ZEB1 IP - HepG2 cells,,,
CTCF,CERS1,esophagus,"CTCF IP - HEEpiC cells, Rep 1 ",,,
ZBTB7A,CERS1,leukocytes,ZBTB7A IP - SK-N-SH cells,,,
GABPA,CERS1,prostate,GABPA IP | R1881,,,
R1881,CERS1,prostate,GABPA IP | R1881,,,
FOXA1,CERS1,liver,"FOXA1 IP - HepG2 cells, Rep 1",,,
GATA6,CERS1,stomach,"GATA6 IP - AGS, GATA6 IP - YCC3",,,
MAX,CERS1,liver,"MAX IP - MCF7 cells, MAX IP - HepG2 cells",,,
YY1,CERS1,stemcells,YY1 IP - H1 cells,,,
IFNG,CERS1,leukocytes,"MYC IP | IFNG - K562 cells, 30 min",,,
SMAD1,CERS1,hspcs,SMAD1 IP - Rep 3,,,
MAZ,CERS1,leukocytes,MAZ IP - K562 cells,,,
FOXA2,CERS1,embryonictissue,FOXA2 IP - Rep 2,,,
ZNF143,CERS1,uterus,ZNF143 IP - HeLa cells,,,
ZNF143,CERS1,stemcells,ZNF143 IP - H1 cells,,,
GATA2,DEGS1,cns,GATA2 ChIP-Seq SH-SY5Y,,,
CREB1,DEGS1,leukocytes,"CREB1 IP - GM12878 cells, CREB1 IP - K562 cells",,,
RUNX1,DEGS1,hspcs,RUNX1,,,
FOXA1,DEGS1,prostate,"CON KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 2, POU2F1 KD + DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - LNCaP-abl, GATA2 KD + R1881 | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, FOXA1 KD | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - LNCaP, EtOH | FOXA1 ChIP-Seq - , GATA2 KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, FOXA1 KD | GATA2 ChIP-Seq, FOXA1 KD | FOXA1 ChIP-Seq, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1",,,
TEAD4,DEGS1,leukocytes,TEAD4 IP - K562 cells,,,
MYC,DEGS1,leukocytes,"MYC IP | IFNG - K562 cells, 6 h, MYC IP - K562 cells, Rep 2, MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 30 min, MYC IP | IFNA1 - K562 cells, 6 h",,,
IFNG,DEGS1,leukocytes,"MYC IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 2, STAT1 IP - Rep 4, STAT1 IP - Rep 3, IRF1 IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 5, IRF1 IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 1, MYC IP | IFNG - K562 cells, 30 min",,,
MXI1,DEGS1,cns,MXI1 IP - SK-N-SH cells ,,,
YY1,DEGS1,uterus,YY1 IP - ECC1 cells,,,
JUN,DEGS1,colon,JUN IP ,,,
CTCF,DEGS1,leukocytes,"CTCF IP -  DND , CTCF IP, CTCF ChIP-Seq - GM12878, CTCF IP - GM19238 cells, Rep 2 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - GM12872 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 1 , CTCF IP - GM2255 cells, Rep 3 , CTCF IP - GM2588 cells, Rep 3 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - K562 cells, Rep 16 , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - K562 cells, CTCF IP - F36P cells, Rep 7 , CTCF IP - GM12890 cells, Rep 3 , CTCF IP - K562 cells, Rep 14 , CTCF IP - CD14+ cells , CTCF IP - MS1 cells, Rep 1 , CTCF IP - F36P cells, Rep 3 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - K562 cells, Rep 12 , CTCF IP - GM12892 cells, Rep 2 , CTCF IP - GM2630 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 3 , CTCF IP - GM06986 cells, CTCF IP - GM19240 cells, Rep 1 , CTCF IP - GM12890 cells, Rep 1 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - K562 cells, Rep 11 , CTCF IP - GM11831 cells, CTCF IP - GM2630 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - F36P cells, Rep 19 , CTCF IP - GM19239 cells, Rep 1 , CTCF IP - K562 cells, CTCF IP - GM19238 cells, Rep 1 , CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM2610 cells, Rep 2 , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM19240 cells, Rep 2 , CTCF IP - MS1 cells, Rep 4 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - K562 cells, Rep 15 , CTCF IP -  CD20+ cells , CTCF IP - GM2588 cells, Rep 2 ",,,
RELA,DEGS1,adiposetissue,"RELA IP, RELA IP, RELA IP",,,
SP1,DEGS1,colon,SP1 IP - HCT116 cells,,,
SRF,DEGS1,leukocytes,"SRF IP - SK-N-SH cells, SRF IP - GM12878 cells, Rep 2, SRF IP - K562 cells",,,
FOXA1,DEGS1,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1",,,
DEX,DEGS1,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1",,,
MAZ,DEGS1,liver,MAZ IP - HepG2 cells,,,
PAX5,DEGS1,leukocytes,"PAX5 IP - GM12892 cells, PAX5 IP - GM12891 cells, PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12878 cells, Rep 2",,,
TBP,DEGS1,stemcells,TBP IP - H1 cells,,,
STAT3,DEGS1,leukocytes,"STAT3 IP - OCI-LY7, STAT3 IP - SU-DHL-4, STAT3 IP - OCI-LY3, STAT3 IP - SU-DHL-6",,,
EGR1,DEGS1,leukocytes,EGR1 IP - K562 cells,,,
STAT1,DEGS1,leukocytes,"STAT1 IP - Rep 2, STAT1 IP - Rep 4, STAT1 IP - Rep 3, STAT1 IP - Rep 5, STAT1 IP - Rep 1",,,
JUND,DEGS1,colon,JUND IP - HCT116 cells,,,
FOS,DEGS1,mammarygland,"FOS IP | 4HT - MCF10A cells, 4 h",,,
4HT,DEGS1,mammarygland,"FOS IP | 4HT - MCF10A cells, 4 h, E2F4 IP | 4HT - MCF10 cells, STAT3 IP | 4HT - MCF10 cells, 36 h, MYC IP | 4HT - MCF10A cells",,,
PBX3,DEGS1,cns,PBX3 IP - SK-N-SH cells,,,
DHT,DEGS1,prostate,"DHT | FOXA1 ChIP-Seq, POU2F1 KD + DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq",,,
CEBPB,DEGS1,liver,"CEBPB ChIP-Seq - HepG2, CEBPB IP - HepG2 cells, CEBPB IP | FORSK - HepG2 cells",,,
MXI1,DEGS1,liver,MXI1 IP - HepG2 cells,,,
BCL11A,DEGS1,leukocytes,BCL11A IP - GM12878 cells,,,
CREB1,DEGS1,stemcells,CREB1 IP - H1 cells,,,
ZNF143,DEGS1,leukocytes,ZNF143 IP - GM12878 cells,,,
CTCF,DEGS1,uterus,"CTCF IP - HeLa cells, Rep 1 ",,,
SRF,DEGS1,liver,SRF IP - HepG2 cells,,,
CREB1,DEGS1,prostate,"FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - LNCaP-abl, CREB1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1",,,
YY1,DEGS1,lung,YY1 IP - A549 cells,,,
FOXA2,DEGS1,embryonictissue,FOXA2 IP - Rep 2,,,
E2F6,DEGS1,uterus,E2F6 IP - HeLa cells,,,
MAX,DEGS1,liver,"MAX IP - MCF7 cells, MAX IP - HepG2 cells, MAX IP - HepG2 cells",,,
CEBPB,DEGS1,lung,"CEBPB IP - A549 cells, CEBPB ChIP-Seq - A549, CEBPB ChIP-Seq - IMR90",,,
MYB,DEGS1,leukocytes,"MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 2, MYB IP - MOLT3, MYB IP - Jurkat, Rep 5, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 3",,,
E2F1,DEGS1,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4",,,
BICALU,DEGS1,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1",,,
HES6,DEGS1,prostate,"BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1",,,
R1881,DEGS1,prostate,"R1881 | FOXA1 ChIP-Seq - Rep 2, R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | GATA2 ChIP-Seq",,,
E2F6,DEGS1,leukocytes,"E2F6 IP - K562 cells, E2F6 IP - K562 cells",,,
FOXA2,DEGS1,liver,FOXA2 IP - HepG2 cells,,,
CEBPB,DEGS1,stemcells,"CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP - H1 cells, CEBPB IP, CEBPB IP",,,
YY1,DEGS1,leukocytes,"YY1 IP - GM12878 cells, YY1 IP - K562 cells, Rep 2, YY1 IP - GM12891 cells, YY1 IP - GM12892 cells, Rep 1, YY1 IP - K562 cells, Rep 1",,,
