TF,TargetGene,Tissue,Experiment,Chea,Signor,Trrust
RELA,FIG4,adiposetissue,"RELA IP, RELA IP",,,
HOXA6,FIG4,colon,HOXA6 IP ,,,
TCF12,FIG4,stemcells,TCF12 IP - H1 cells,,,
ZNF143,FIG4,leukocytes,"ZNF143 IP - GM12878 cells, ZNF143 IP - K562 cells",,,
CTCF,FIG4,miscellaneous,"CTCF IP - AG09319 cells, Rep 2 , CTCF IP - AG09319 cells, Rep 1 ",,,
MYC,FIG4,bone,MYC IP,,,
FOXA1,FIG4,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, FOXA1 IP - T47D cells, DEX | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 2",,,
DEX,FIG4,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2",,,
ETS1,FIG4,leukocytes,"ETS1 IP - K562 cells, ETS1 IP - GM12878 cells, ETS1 IP",,,
FOXM1,FIG4,mammarygland,"FOXM1 IP | THSP - DS006, FOXM1 IP - MCF7 cells, FOXM1 IP | THSP - DS008, FOXM1 IP - DS005",,,
RUNX1,FIG4,leukocytes,SPI1 IP | RUNX1 KD,,,
GLI2,FIG4,colon,GLI2 IP ,,,
FOXA1,FIG4,prostate,"CON KD + R1881 | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2",,,
R1881,FIG4,prostate,"CON KD + R1881 | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, GABPA IP | R1881",,,
JUN,FIG4,mammarygland,"JUN IP | CPDA, JUN IP - Rep 1, JUN IP - Rep 2",,,
CPDA,FIG4,mammarygland,JUN IP | CPDA,,,
ELF3,FIG4,pancreas,"ELF3 IP, ELF3 IP, ELF3 IP | KLF5 KO",,,
CTCF,FIG4,heart,"CTCF IP - HCF cells , CTCF IP - myocytes cells, Rep 1 ",,,
MAX,FIG4,liver,"MAX IP - MCF7 cells, MAX IP - HepG2 cells, MAX IP - HepG2 cells",,,
CTCF,FIG4,skin,"CTCF IP - BJ cells, Rep 2 , CTCF IP - AG04449 cells, Rep 1 , CTCF IP - BJ cells, Rep 1 , CTCF IP - NHEK cells , CTCF IP - AG04449 cells, Rep 2 , CTCF IP - NHDF cells, Rep 2 , CTCF IP - AG10803 cells, Rep 1 , CTCF IP - AG09309 cells, Rep 1 , CTCF IP - AG10803 cells, Rep 2 , CTCF IP - NHDF cells , CTCF IP - HFFC cells, Rep 3 , CTCF IP - NHDF cells, Rep 1 ",,,
EGR1,FIG4,stemcells,EGR1 IP - H1 cells,,,
CEBPB,FIG4,colon,"CEBPB IP, CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3",,,
FOS,FIG4,mammarygland,"FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP - MCF10A cells",,,
ERG,FIG4,prostate,"JQI | ERG ChIP-Seq - Rep 1, DMSO | ERG ChIP-Seq - Rep 2, ERG ChIP-Seq, JQI | ERG ChIP-Seq - Rep 2, DMSO | ERG ChIP-Seq - Rep 1, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h",,,
JQ1,FIG4,prostate,"JQI | ERG ChIP-Seq - Rep 1, JQI | ERG ChIP-Seq - Rep 2",,,
GABPA,FIG4,prostate,"GABPA IP - Rep 1, GABPA IP | R1881",,,
CTCF,FIG4,megakaryocytelineage,"CTCF IP - MEG-01 cells, Rep 10 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 8 , CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2 ",,,
STAT3,FIG4,mammarygland,"STAT3 IP | 4HT - MCF10 cells, 36 h, STAT3 IP - MCF10A cells, Rep 2, STAT3 IP | 4HT - MCF10 cells, 12 h",,,
YY1,FIG4,leukocytes,"YY1 IP - K562 cells, Rep 1, YY1 IP - GM12891 cells, YY1 IP - K562 cells, YY1 IP - K562 cells, Rep 2, YY1 IP - GM12878 cells, YY1 IP - GM12892 cells, Rep 1",,,
ELF1,FIG4,lung,ELF1 IP - A549 cells,,,
REST,FIG4,cns,"REST IP - PFSK1 cells, Rep 2, REST IP - PFSK-N-SH cells1 cells, Rep 1, REST IP - SK cells",,,
SRF,FIG4,leukocytes,"SRF IP - SK-N-SH cells, SRF IP - GM12878 cells, Rep 2",,,
CTCF,FIG4,colon,"CTCF IP - Caco-2 cells, Rep 1 , CTCF IP - Caco , CTCF IP - HCT116 cells",,,
SP1,FIG4,leukocytes,SP1 IP - GM12878 cells,,,
YY1,FIG4,stemcells,"YY1 IP - H1 cells, YY1 IP - NT2 cells",,,
ELK1,FIG4,uterus,ELK1 IP - HeLa cells,,,
MXI1,FIG4,liver,MXI1 IP - HepG2 cells,,,
CTCF,FIG4,mammarygland,"CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMEC cells, Rep 2 , CTCF IP - MCF7 cells, CTCF IP - HMEC cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 ",,,
SIX5,FIG4,leukocytes,"SIX5 IP - K562 cells, Rep 2, SIX5 IP - K562 cells, Rep 1, SIX5 IP - GM12878 cells",,,
GABPA,FIG4,lung,GABPA IP - A549 cells,,,
SP2,FIG4,stemcells,SP2 IP - H1 cells,,,
MYBL2,FIG4,liver,MYBL2 IP - HepG2 cells,,,
FOSL1,FIG4,colon,FOSL1 IP - HCT116 cells,,,
CTCF,FIG4,pancreas,CTCF IP,,,
MAX,FIG4,lung,MAX IP - A549 cells,,,
CREB1,FIG4,prostate,"CREB1 ChIP-Seq - Rep 1, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - LNCaP-abl, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2",,,
YY1,FIG4,uterus,YY1 IP - ECC1 cells,,,
SP2,FIG4,liver,SP2 IP - HepG2 cells,,,
HOXA4,FIG4,colon,HOXA4 IP ,,,
FOSL1,FIG4,leukocytes,FOSL1 IP - K562 cells,,,
FOS,FIG4,leukocytes,FOS IP - K562 cells,,,
SIX2,FIG4,kidney,"SIX2 IP - 17 weeks, Rep 1",,,
GATA4,FIG4,stomach,GATA4 IP - AGS,,,
GABPA,FIG4,liver,"GABPA IP - HepG2 cells, GABPA IP, GABPA IP, GABPA IP - MCF7 cells, GABPA IP",,,
MAX,FIG4,vasculature,MAX IP - HUVEC cells,,,
CREB1,FIG4,stemcells,CREB1 IP - H1 cells,,,
CTCF,FIG4,skeletalmuscle,"CTCF IP - HSMM cells, Rep 2 , CTCF IP - HSMM cells, Rep 1 ",,,
ELF1,FIG4,leukocytes,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells",,,
MXI1,FIG4,leukocytes,MXI1 IP - GM12878 cells,,,
TCF3,FIG4,leukocytes,TCF3 IP - GM12878 cells,,,
SIX5,FIG4,lung,SIX5 IP | DEX - A549 cells,,,
NFYB,FIG4,uterus,NFYB IP - HeLa cells,,,
CTCF,FIG4,stemcells,"CTCF IP - Rep 6 , CTCF IP - Rep 5 , CTCF IP - H1 cells, CTCF IP - H1 cells , CTCF IP - Rep 7 ",,,
USF1,FIG4,uterus,USF1 IP - ECC1 cells,,,
ZNF143,FIG4,uterus,ZNF143 IP - HeLa cells,,,
E2F6,FIG4,leukocytes,"E2F6 IP - K562 cells, E2F6 IP - K562 cells",,,
CEBPB,FIG4,stemcells,"CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP",,,
ZBTB7A,FIG4,uterus,ZBTB7A IP - ECC1 cells,,,
GABPA,FIG4,cns,GABPA IP - SK-N-SH cells,,,
JUN,FIG4,leukocytes,"JUN IP - K562 cells, Rep 1, JUN IP - K562 cells, Rep 2",,,
USF1,FIG4,liver,USF1 IP - HepG2 cells,,,
ZNF143,FIG4,stemcells,ZNF143 IP - H1 cells,,,
USF1,FIG4,lung,"USF1 IP | DEX - A549 cells, USF1 IP - A549 cells, Rep 2",,,
DEX,FIG4,lung,"USF1 IP | DEX - A549 cells, CTCF IP | DEX - A549 cells , CREB1 IP | DEX - A549 cells",,,
SP1,FIG4,liver,SP1 IP - HepG2 cells,,,
CREB1,FIG4,leukocytes,"CREB1 IP - K562 cells, CREB1 IP - GM12878 cells",,,
USF1,FIG4,colon,USF1 IP - HCT116 cells,,,
ZEB1,FIG4,liver,ZEB1 IP - HepG2 cells,,,
CTCF,FIG4,cns,"CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 , CTCF IP - SK-N-SH cells , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - SK cells, CTCF IP - SK-N-SH cells, Rep 1 ",,,
TCF12,FIG4,leukocytes,TCF12 IP - GM12878 cells,,,
GTF2F1,FIG4,uterus,GTF2F1 IP - HeLa cells,,,
MYC,FIG4,uterus,MYC IP - HeLa cells,,,
MAX,FIG4,stemcells,MAX IP - H1 cells,,,
YY1,FIG4,colon,YY1 IP - HCT116 cells,,,
REST,FIG4,leukocytes,REST IP - HL60 cells,,,
RELA,FIG4,leukocytes,"RELA IP | TNF - GM18951 cells, RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP | TNF - GM12891 cells",,,
TNF,FIG4,leukocytes,"RELA IP | TNF - GM18951 cells, RELA IP | TNF - GM12891 cells",,,
ELK1,FIG4,leukocytes,ELK1 IP - GM12878 cells,,,
HMGN3,FIG4,leukocytes,HMGN3 IP - K562 cells,,,
IRF1,FIG4,leukocytes,"IRF1 IP - Rep 3, IRF1 IP | IFNG - K562 cells, 30 min, IRF1 IP | IFNG - K562 cells, 6 h",,,
E2F1,FIG4,mammarygland,"E2F1 IP, E2F1 IP - MCF7 cells",,,
GTF2B,FIG4,uterus,GTF2B IP - Rep 2,,,
TBP,FIG4,liver,TBP IP - HepG2 cells,,,
YY1,FIG4,cns,"YY1 IP - SK-N-SH cells, YY1 IP | ATRA - SK-N-SH cells",,,
PAX5,FIG4,leukocytes,"PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12892 cells",,,
EGR1,FIG4,colon,EGR1 IP - HCT116 cells,,,
ROSI,FIG4,leukocytes,ROSI | SPI1 ChIP-Seq,,,
BAY082,FIG4,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA",,,
CTCF,FIG4,hspcs,"CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - Erythroid cells, Rep 1, CTCF IP - HSPCs, Rep 1, CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - HEL 92.1.7 cells, Rep 8 ",,,
ZNF143,FIG4,colon,ZNF143 IP ,,,
CTCF,FIG4,esophagus,"CTCF IP - HEEpiC cells, Rep 1 ",,,
CTCF,FIG4,uterus,"CTCF IP - HeLa cells, Rep 1 , CTCF IP - HeLa cells ",,,
ELF1,FIG4,cns,ELF1 IP - SK-N-SH cells,,,
TBP,FIG4,stemcells,TBP IP - H1 cells,,,
USF1,FIG4,stemcells,USF1 IP - H1 cells,,,
ZEB1,FIG4,leukocytes,ZEB1 IP - GM12878 cells,,,
SRF,FIG4,colon,SRF IP - HCT116 cells,,,
SP1,FIG4,colon,SP1 IP - HCT116 cells,,,
CREB1,FIG4,liver,"CREB1 IP, CREB1 IP - HepG2 cells, CREB1 IP",,,
GABPA,FIG4,stemcells,GABPA IP - H1 cells,,,
ETS1,FIG4,lung,ETS1 IP - A549 cells,,,
OTX2,FIG4,stemcells,OTX2 IP - Rep 10 ,,,
USF1,FIG4,cns,"USF1 IP | ATRA - SK-N-SH cells, USF1 IP - SK-N-SH cells",,,
ATRA,FIG4,cns,"USF1 IP | ATRA - SK-N-SH cells, YY1 IP | ATRA - SK-N-SH cells",,,
FOXM1,FIG4,uterus,FOXM1 IP - ECC1 cells,,,
SP1,FIG4,lung,SP1 IP - A549 cells,,,
ATF1,FIG4,leukocytes,ATF1 IP - K562 cells,,,
SP1,FIG4,stemcells,"SP1 IP - Rep 1 , SP1 IP - H1 cells",,,
SP2,FIG4,leukocytes,SP2 IP - K562 cells,,,
ATF2,FIG4,colon,ATF2 IP ,,,
USF1,FIG4,leukocytes,USF1 IP - K562 cells,,,
FOSL2,FIG4,cns,FOSL2 IP - SK-N-SH cells,,,
YY1,FIG4,liver,YY1 IP - HepG2 cells,,,
FOXA2,FIG4,liver,FOXA2 IP - HepG2 cells,,,
EBF1,FIG4,leukocytes,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,,
CEBPB,FIG4,mammarygland,CEBPB IP - MCF7 cells,,,
JUN,FIG4,vasculature,JUN IP,,,
CTCF,FIG4,sensory,"CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 2 ",,,
SNAI2,FIG4,stemcells,SNAI2 IP - Rep 1 ,,,
JUND,FIG4,colon,JUND IP - HCT116 cells,,,
SRF,FIG4,mammarygland,SRF IP - MCF7 cells,,,
STAT1,FIG4,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min",,,
IFNG,FIG4,uterus,"STAT1 IP | IFNG - HeLa cells, 30 min",,,
MAX,FIG4,colon,MAX IP - HCT116 cells,,,
POU2F2,FIG4,leukocytes,POU2F2 IP - GM12878 cells,,,
SIX5,FIG4,stemcells,SIX5 IP - H1 cells,,,
ELK4,FIG4,uterus,ELK4 IP - HeLa cells,,,
HEY1,FIG4,liver,HEY1 IP - HepG2 cells,,,
EGR1,FIG4,liver,EGR1 IP - MCF7 cells,,,
BHLHE40,FIG4,leukocytes,BHLHE40 IP - K562 cells,,,
TP53,FIG4,mammarygland,"TP53 IP, TP53 IP | NUTL3 - MCF-7",,,
CREB1,FIG4,lung,CREB1 IP | DEX - A549 cells,,,
SRF,FIG4,stemcells,"SRF IP - H1 cells, SRF IP - Rep 7 ",,,
TCF12,FIG4,cns,TCF12 IP - SK-N-SH cells,,,
TCF12,FIG4,uterus,TCF12 IP - ECC1 cells,,,
KLF5,FIG4,pancreas,ELF3 IP | KLF5 KO,,,
MXI1,FIG4,cns,MXI1 IP - SK-N-SH cells ,,,
TBP,FIG4,uterus,TBP IP - HeLa cells,,,
SRF,FIG4,liver,SRF IP - HepG2 cells,,,
125DVD3,FIG4,colon,CEBPB IP | 125DVD3,,,
JUND,FIG4,lung,JUND IP - A549 cells,,,
JUND,FIG4,vasculature,JUND IP,,,
FOXH1,FIG4,embryonictissue,FOXH1 IP - endoderm,,,
GABPA,FIG4,uterus,GABPA IP - HeLa cells,,,
ELF1,FIG4,mammarygland,ELF1 IP - MCF7 cells,,,
HIF1A,FIG4,bone,HIF1A IP,,,
MXI1,FIG4,uterus,MXI1 IP - HeLa cells,,,
MAZ,FIG4,leukocytes,"MAZ IP - K562 cells, MAZ IP - GM12878 cells",,,
SRF,FIG4,uterus,SRF IP - ECC1 cells,,,
MAZ,FIG4,lung,MAZ IP - IMR cells,,,
EGR1,FIG4,leukocytes,EGR1 IP - K562 cells,,,
PBX3,FIG4,cns,PBX3 IP - SK-N-SH cells,,,
IRF4,FIG4,leukocytes,"IRF4 IP - GM12878 cells, IRF4 IP",,,
CEBPB,FIG4,lung,CEBPB ChIP-Seq - IMR90,,,
THAP1,FIG4,leukocytes,THAP1 IP - K562 cells,,,
ZNF83,FIG4,colon,ZNF83 IP ,,,
TBP,FIG4,leukocytes,"TBP IP - GM12878 cells, TBP IP - K562 cells",,,
NANOG,FIG4,stemcells,"NANOG IP - H1 cells, NANOG IP - Rep 8 ",,,
TAL1,FIG4,colon,TAL1 IP ,,,
DHT,FIG4,prostate,"DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h, DHT | FOXP1 ChIP-Seq",,,
MXI1,FIG4,lung,MXI1 IP - IMR cells,,,
IRF1,FIG4,colon,IRF1 IP ,,,
JUND,FIG4,cns,JUND IP - SK-N-SH cells,,,
ZNF263,FIG4,kidney,ZNF263 IP - HEK293 cells,,,
E2F6,FIG4,stemcells,E2F6 IP - H1 cells,,,
MAX,FIG4,cns,MAX IP - SK-N-SH cells,,,
TCF7L2,FIG4,uterus,TCF7L2 IP - HeLa cells,,,
FOSL2,FIG4,liver,FOSL2 IP - HepG2 cells,,,
YY1,FIG4,lung,YY1 IP - A549 cells,,,
STAT3,FIG4,leukocytes,STAT3 IP - SU-DHL-6,,,
JUN,FIG4,colon,JUN IP ,,,
REST,FIG4,stemcells,"REST IP - H1 cells, Rep 1",,,
RELA,FIG4,colon,RELA IP ,,,
RUNX1,FIG4,hspcs,RUNX1,,,
E2F1,FIG4,prostate,"E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1",,,
CTCF,FIG4,adiposetissue,CTCF ChIP-Seq - d 9,,,
