TF,TargetGene,Tissue,Experiment,Chea,Signor,Trrust
GATA3,ABCA1,cns,GATA3 IP - SK-N-SH cells,,,
CTCF,ABCA1,skin,"CTCF IP - BJ cells, Rep 2 , CTCF IP - NHEK cells, Rep 2 , CTCF IP - AG09309 cells, Rep 1 , CTCF IP - AG04449 cells, Rep 2 , CTCF IP - BJ cells, Rep 1 , CTCF IP - NHEK cells , CTCF IP - HFFC cells, Rep 1 , CTCF IP - AG09309 cells, Rep 2 , CTCF IP - NHDF cells , CTCF IP - NHDF cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - AG10803 cells, Rep 1 , CTCF IP - AG04449 cells, Rep 1 , CTCF IP - AG10803 cells, Rep 2 , CTCF IP - NHDF cells, Rep 1 , CTCF IP - HFFC cells, Rep 2 , CTCF IP - HFFC cells, Rep 3 ",,,
REST,ABCA1,liver,"REST IP - HepG2 cells, Rep 1, REST IP - HepG2 cells, Rep 2",,,
GATA3,ABCA1,mammarygland,"GATA3 IP - MCF7 cells, GATA3 IP - T47D cells",,,
CTCF,ABCA1,liver,"CTCF IP - SK-N-SH cells, CTCF IP - HepG2 cells , CTCF IP, CTCF IP - HepG2 cells, Rep 2 , CTCF IP - HepG2 cells, Rep 1 ",,,
SPI1,ABCA1,leukocytes,"SPI1 IP, SPI1 IP - GM12878 cells, Rep 4 , SPI1 IP, SPI1 IP, SPI1 IP - GM12891 cells, SPI1 IP - GM12878 cells, SPI1 IP, SPI1 IP - GM12878 cells, Rep 2 , SPI1 IP, SPI1 IP - HL cells, SPI1 IP, SPI1 IP, SPI1 IP - GM12878 cells, Rep 3 , SPI1 IP - GM12878 cells, Rep 1 ",,,
CTCF,ABCA1,lung,"CTCF IP - NHLF cells , CTCF IP - A549 cells, Rep 2 , CTCF IP - A549 cells, CTCF ChIP-Seq - A549, CTCF IP - IMR cells, CTCF IP - WI-38 cells, Rep 2 , CTCF IP | DEX - A549 cells , CTCF IP | DEX - A549 cells, CTCF IP - SAEC cells, Rep 2 , CTCF IP - A549 cells , CTCF IP - A549 cells, Rep 1 , CTCF IP - HPF cells, Rep 1 , CTCF IP - SAEC cells, Rep 1 , CTCF IP - NHLF cells , CTCF IP - AG04450 cells, Rep 2 , CTCF IP - HPF cells, Rep 2 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - WI-38 cells, Rep 1 ",,,
CEBPB,ABCA1,leukocytes,"CEBPB IP | oxLDL  - Rep 205, CEBPB IP, CEBPB IP, CEBPB IP - HL-60 cells, Rep 1 , CEBPB IP - Rep 201, CEBPB IP | oxLDL  - Rep 206, CEBPB IP - K562 cells, CEBPB IP| oxLDL  - Rep 207, CEBPB IP - Rep 204, CEBPB ChIP-Seq - K562, CEBPB IP - Rep 203, CEBPB IP - HL-60 cells, Rep 2 , CEBPB IP | oxLDL  - Rep 208, CEBPB IP",,,
CTCF,ABCA1,megakaryocytelineage,"CTCF IP - MEG-01 cells, Rep 10 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 8 , CTCF IP - MEG-01 cells, Rep 6 , CTCF IP - MEG-01 cells, Rep 2 ",,,
CTCF,ABCA1,pancreas,CTCF IP,,,
CREB1,ABCA1,lung,CREB1 IP | DEX - A549 cells,,,
DEX,ABCA1,lung,"CREB1 IP | DEX - A549 cells, CTCF IP | DEX - A549 cells , CTCF IP | DEX - A549 cells, USF1 IP | DEX - A549 cells, FOXA1 IP | DEX - A549 cells",,,
E2F1,ABCA1,mammarygland,E2F1 IP - MCF7 cells,,,
CTCF,ABCA1,mammarygland,"CTCF IP - MCF7 cells, CTCF IP - HMF cells, Rep 2 , CTCF IP - HMEC cells , CTCF IP - HMEC cells, Rep 2 , CTCF IP - T47D cells, CTCF IP - HMEC cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 , CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMF cells, Rep 1 ",,,
ATF3,ABCA1,lung,ATF3 IP - A549 cells,,,
CTCF,ABCA1,miscellaneous,"CTCF IP - AG09319 cells, Rep 2 , CTCF IP - AG09319 cells, Rep 1 ",,,
JUN,ABCA1,mammarygland,JUN IP - Rep 1,,,
IRF4,ABCA1,leukocytes,IRF4 IP,,,
SRF,ABCA1,colon,SRF IP - HCT116 cells,,,
JUND,ABCA1,colon,JUND IP - HCT116 cells,,,
CREB1,ABCA1,liver,"CREB1 IP - HepG2 cells, CREB1 IP",,,
CTCF,ABCA1,esophagus,"CTCF IP - HEEpiC cells, Rep 2 , CTCF IP - HEEpiC cells, Rep 1 ",,,
CTCF,ABCA1,cns,"CTCF IP - cerebellar astrocyte cells, Rep 2 , CTCF IP - SK cells, CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - NHA cells , CTCF IP - BE(2)-C cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells ",,,
AR,ABCA1,prostate,"WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1, AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq",,,
EGR1,ABCA1,colon,EGR1 IP - HCT116 cells,,,
TP53,ABCA1,mammarygland,"TP53 IP, TP53 IP | NUTL3 - MCF-7",,,
FOXA2,ABCA1,stemcells,"FOXA2 IP - ES D10, FOXA2 IP - Rep 1 , FOXA2 IP - Rep 5 , FOXA2 IP - ES D2",,,
FOXM1,ABCA1,mammarygland,"FOXM1 IP - DS007, FOXM1 IP | THSP - DS008, FOXM1 IP - MCF7 cells, FOXM1 IP - DS005, FOXM1 IP | THSP - DS006",,,
TEAD4,ABCA1,liver,TEAD4 IP - MCF7 cells,,,
USF1,ABCA1,leukocytes,USF1 IP - GM12878 cells,,,11861672
GABPA,ABCA1,leukocytes,GABPA IP - HL cells,,,
FOXA1,ABCA1,liver,"FOXA1 IP - HepG2 cells, Rep 2, FOXA1 IP - HepG2 cells, Rep 1",,,24807696
JUND,ABCA1,vasculature,JUND IP,,,
FOXA1,ABCA1,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 IP - T47D cells, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq",,,
DEX,ABCA1,mammarygland,DEX | FOXA1 ChIP-Seq - Rep 1,,,
RUNX1,ABCA1,leukocytes,RUNX1 IP,,,
MAX,ABCA1,liver,"MAX IP - HepG2 cells, MAX IP - HepG2 cells, MAX IP - MCF7 cells",,,
MYB,ABCA1,leukocytes,"MYB IP - MOLT3, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 1",,,
RELA,ABCA1,lung,"RELA IP | DEX + TNF - Rep 2, RELA IP | DEX + TNF - Rep 1, RELA IP | TNF",,,17135302
DEX; TNF,ABCA1,lung,"RELA IP | DEX + TNF - Rep 2, RELA IP | DEX + TNF - Rep 1",,,
JUND,ABCA1,stemcells,JUND IP - H1 cells,,,
REST,ABCA1,uterus,REST IP - ECC1 cells,,,
CEBPB,ABCA1,uterus,CEBPB ChIP-Seq - HeLaS3,,,
JUND,ABCA1,lung,JUND IP - A549 cells,,,
CTCF,ABCA1,skeletalmuscle,"CTCF IP - HSMM cells, Rep 1 , CTCF IP - HSMM cells, Rep 2 ",,,
CREB1,ABCA1,prostate,"CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1",,,
CTCF,ABCA1,colon,"CTCF IP - HCT116 cells, Rep 1 , CTCF IP - Rep 2 , CTCF IP - Caco , CTCF IP - HCT116 cells, Rep 2 , CTCF IP - Caco-2 cells, Rep 1 , CTCF IP - HCT116 cells",,,
CTCF,ABCA1,stemcells,"CTCF IP - Rep 3 , CTCF IP - Rep 2 , CTCF IP - Rep 4 , CTCF IP - H1 cells, CTCF IP - H1 cells , CTCF IP - Rep 6 , CTCF IP - Rep 5 , CTCF IP - Rep 1 , CTCF IP - Rep 7 ",,,
CREB1,ABCA1,stemcells,CREB1 IP - H1 cells,,,
CEBPB,ABCA1,liver,CEBPB ChIP-Seq - HepG2,,,
YY1,ABCA1,stemcells,YY1 IP - H1 cells,,,
CTCF,ABCA1,kidney,"CTCF IP - HEK293 cells, Rep 1 , CTCF IP - RPTEC cells, Rep 2 , CTCF IP - HRE cells, Rep 1 , CTCF IP - HRE cells, Rep 2 , CTCF IP - RPTEC cells, Rep 1 , CTCF IP - HEK293 cells, Rep 2 ",,,
CTCF,ABCA1,heart,"CTCF IP - HCF cells , CTCF IP - myocytes cells, Rep 1 , CTCF IP - myocytes cells, Rep 2 ",,,
MAX,ABCA1,vasculature,MAX IP - HUVEC cells,,,
BACH1,ABCA1,stemcells,BACH1 IP - H1 cells,,,
FOXA1,ABCA1,stemcells,"FOXA1 IP - ES D5, FOXA1 IP - Rep 1 , FOXA1 IP - Rep 5 ",,,
USF1,ABCA1,uterus,USF1 IP - ECC1 cells,,,
RELA,ABCA1,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP | TNF - GM12891 cells",,,17135302
BAY082,ABCA1,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA",,,
TP53,ABCA1,lung,"TP53 IP - propapoptic, Rep 1",,,
PBX3,ABCA1,cns,PBX3 IP - SK-N-SH cells,,,
MXI1,ABCA1,cns,MXI1 IP - SK-N-SH cells ,,,
BHLHE40,ABCA1,liver,BHLHE40 IP - HepG2 cells,,,
REST,ABCA1,cns,"REST IP - PFSK1 cells, Rep 2, REST IP - U87 cells",,,
E2F6,ABCA1,leukocytes,E2F6 IP - K562 cells,,,
CTCF,ABCA1,placenta,"CTCF IP - HVMF cells, Rep 1 , CTCF IP - HVMF cells, Rep 2 ",,,
USF1,ABCA1,liver,USF1 IP - HepG2 cells,,,11861672
ZNF217,ABCA1,mammarygland,ZNF217 IP - MCF7 cells,24962896,,
ELF1,ABCA1,leukocytes,ELF1 IP - SK-N-SH cells,,,
17BE2,ABCA1,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq",,,
JUND,ABCA1,cns,"JUND IP - SK-N-SH cells, JUND IP - SK-N-SH cells ",,,
PAX5,ABCA1,leukocytes,"PAX5 IP - GM12891 cells, PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12878 cells, Rep 1",,,
EGR1,ABCA1,leukocytes,EGR1 IP - K562 cells,,,
FOSL1,ABCA1,colon,FOSL1 IP - HCT116 cells,,,
SRF,ABCA1,stemcells,"SRF IP - Rep 1 , SRF IP - Rep 7 , SRF IP - Rep 3 , SRF IP - Rep 4 , SRF IP - Rep 6 , SRF IP - Rep 5 ",,,
FOXA2,ABCA1,liver,FOXA2 IP - HepG2 cells,19822575,,24807696
TP53,ABCA1,bone,TP53 IP | TP53EE/RR OE,,,
STAT3,ABCA1,leukocytes,"STAT3 IP - SU-DHL-4, STAT3 IP - SU-DHL-6, STAT3 IP - OCI-LY10, STAT3 IP - SU-DHL-2, STAT3 IP - OCI-LY7, STAT3 IP - U-2932",,,19783654
SP1,ABCA1,lung,SP1 IP - A549 cells,,,
USF1,ABCA1,lung,"USF1 IP | DEX - A549 cells, USF1 IP - A549 cells, Rep 2",,,
FOS,ABCA1,mammarygland,"FOS IP | 4HT - MCF10A cells, 4 h",,,
4HT,ABCA1,mammarygland,"FOS IP | 4HT - MCF10A cells, 4 h",,,
FOXH1,ABCA1,embryonictissue,FOXH1 IP - endoderm,,,
ZNF143,ABCA1,leukocytes,ZNF143 IP - GM12878 cells,,,
CEBPB,ABCA1,colon,"CEBPB IP, CEBPB IP | 125DVD3",,,
NFKB1,ABCA1,leukocytes,NFKB1 IP - Rep 2,,,17135302
ZNF384,ABCA1,leukocytes,ZNF384 IP - GM12878 cells,,,
MAX,ABCA1,cns,MAX IP - SK-N-SH cells,,,
YY1,ABCA1,colon,YY1 IP - HCT116 cells,,,
USF1,ABCA1,stemcells,USF1 IP - H1 cells,,,
MAX,ABCA1,uterus,"MAX IP - HeLa cells, Rep 2, MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells",,,
USF1,ABCA1,cns,"USF1 IP | ATRA - SK-N-SH cells, USF1 IP - SK-N-SH cells",,,
ATRA,ABCA1,cns,USF1 IP | ATRA - SK-N-SH cells,,,
MAZ,ABCA1,lung,MAZ IP - IMR cells,,,
GATA4,ABCA1,stomach,GATA4 IP - AGS,,,
DHT,ABCA1,mammarygland,DHT | FOXA1 ChIP-Seq,,,
DHT,ABCA1,prostate,"POU2F1 KD + DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq",,,
POU2F1,ABCA1,prostate,POU2F1 KD + DHT | FOXA1 ChIP-Seq,,,
JUND,ABCA1,liver,JUND IP - HepG2 cells,,,
SMAD1,ABCA1,hspcs,SMAD1 IP - Rep 3,,,
MAX,ABCA1,colon,MAX IP - HCT116 cells,,,
MAX,ABCA1,leukocytes,"MAX IP - K562 cells, MAX IP - K562 cells, Rep 2, MAX IP - NB4 cells",,,
KLF11,ABCA1,adiposetissue,"KLF11 ChIP-Seq, Rep 2, KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,,
MAZ,ABCA1,leukocytes,MAZ IP - K562 cells,,,
ARNT,ABCA1,kidney,ARNT IP,,,
TNF,ABCA1,leukocytes,RELA IP | TNF - GM12891 cells,,,
TBP,ABCA1,stemcells,TBP IP - H1 cells,,,
CEBPA,ABCA1,leukocytes,CEBPA IP,,,
SIX2,ABCA1,kidney,"SIX2 IP - 17 weeks, Rep 1",,,
SP1,ABCA1,liver,SP1 IP - HepG2 cells,,,11264984
CTCF,ABCA1,sensory,"CTCF IP - WERI , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 2 ",,,
MAX,ABCA1,lung,"MAX IP - A549 cells, MAX IP - A549 cells",,,
TAL1,ABCA1,leukocytes,TAL1 IP - MOLT3,,,
BHLHE40,ABCA1,leukocytes,BHLHE40 IP - GM12878 cells,,,
STAT3,ABCA1,uterus,STAT3 IP - HeLa cells,,,
PBX3,ABCA1,leukocytes,PBX3 IP - GM12878 cells,,,
E2F6,ABCA1,lung,E2F6 IP - A549 cells,,,
FOSL2,ABCA1,cns,FOSL2 IP - SK-N-SH cells,,,
CTCF,ABCA1,uterus,CTCF IP - HeLa cells ,,,
MYC,ABCA1,liver,MYC IP,,,
ZNF143,ABCA1,stemcells,ZNF143 IP - H1 cells,,,
MYC,ABCA1,leukocytes,MYC IP - NB4 cells,,,
GABPA,ABCA1,stemcells,GABPA IP - H1 cells,,,
GATA3,ABCA1,lung,GATA3 IP - A549 cells,,,
FOXA2,ABCA1,embryonictissue,"FOXA2 IP - Rep 2, FOXA2 IP - Rep 1",,,
TCF12,ABCA1,lung,TCF12 IP - A549 cells,,,
RUNX1,ABCA1,hspcs,RUNX1,,,
CTCF,ABCA1,adiposetissue,"CTCF ChIP-Seq - d -2, CTCF ChIP-Seq - d 9, CTCF ChIP-Seq - d 0",,,
REST,ABCA1,stemcells,"REST IP - H1 cells, Rep 1",,,
RUNX1T1,ABCA1,leukocytes,RUNX1T1 IP,,,
SP1,ABCA1,stemcells,SP1 IP - H1 cells,,,
SRF,ABCA1,mammarygland,SRF IP - MCF7 cells,,,
ETS1,ABCA1,leukocytes,ETS1 IP,,,
TBP,ABCA1,liver,TBP IP - HepG2 cells,,,
RELA,ABCA1,adiposetissue,"RELA IP, RELA IP",,,
TEAD4,ABCA1,stemcells,TEAD4 IP - H1 cells,,,
SP1,ABCA1,colon,SP1 IP - HCT116 cells,,,
HEY1,ABCA1,liver,HEY1 IP - HepG2 cells,,,
TNF,ABCA1,lung,RELA IP | TNF,,,
MXI1,ABCA1,liver,MXI1 IP - HepG2 cells,,,
TCF12,ABCA1,cns,TCF12 IP - SK-N-SH cells,,,
FOXA1,ABCA1,lung,FOXA1 IP | DEX - A549 cells,,,
SMAD4,ABCA1,stemcells,SMAD4 IP - Rep 1 ,,,
E2F6,ABCA1,stemcells,E2F6 IP - H1 cells,,,
CEBPB,ABCA1,bone,"CEBPB IP, CEBPB IP",,,
USF2,ABCA1,leukocytes,USF2 IP - GM12878 cells,,,11861672
ROSI,ABCA1,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,,
FOSL2,ABCA1,liver,FOSL2 IP - HepG2 cells,,,
CTCF,ABCA1,bone,CTCF IP - Osteoblasts ,,,
MXI1,ABCA1,lung,MXI1 IP - IMR cells,,,
GATA1,ABCA1,hspcs,"GATA1 IP - PBDE cells, Rep 1",,,
YY1,ABCA1,lung,YY1 IP - A549 cells,,,
YY1,ABCA1,leukocytes,YY1 IP - GM12878 cells,,,
TCF12,ABCA1,stemcells,TCF12 IP - H1 cells,,,
MAX,ABCA1,stemcells,"MAX IP - H1 cells, MAX IP - H1 cells",,,
MAZ,ABCA1,liver,MAZ IP - HepG2 cells,,,
GATA2,ABCA1,prostate,GATA2 KD + R1881 | FOXA1 ChIP-Seq,,,
SP1,ABCA1,leukocytes,SP1 IP - GM12878 cells,,,
GABPA,ABCA1,liver,GABPA IP - HepG2 cells,,,
125DVD3,ABCA1,colon,CEBPB IP | 125DVD3,,,
YY1,ABCA1,liver,YY1 IP - HepG2 cells,,,
OTX2,ABCA1,stemcells,OTX2 IP - Rep 10 ,,,
FOSL2,ABCG1,liver,FOSL2 IP - HepG2 cells,,,
